Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_8985,2797.42,China,Consumer Goods,Large Cap,Debt,-9.47,32.95
Stock_8986,4067.79,Japan,Consumer Goods,Mid Cap,Debt Free,40.7,52.41
Stock_8987,4494.2,India,Healthcare,Mid Cap,Debt Free,48.24,-29.81
Stock_8988,1427.87,Japan,Consumer Goods,Large Cap,Debt,-12.6,11.34
Stock_8989,4687.78,USA,Technology,Mid Cap,Debt Free,24.51,56.52
Stock_8990,2433.74,India,Technology,Small Cap,Debt Free,-21.83,-1.11
Stock_8991,1098.06,China,Technology,Large Cap,Debt,25.56,81.7
Stock_8992,194.08,India,Technology,Large Cap,Debt,-29.01,-42.68
Stock_8993,4527.86,India,Technology,Mid Cap,Debt Free,-9.21,67.84
Stock_8994,3093.81,India,Technology,Small Cap,Debt Free,-1.41,9.72
Stock_8995,4986.88,India,Consumer Goods,Mid Cap,Debt Free,36.94,58.1
Stock_8996,1695.21,India,Consumer Goods,Mid Cap,Debt Free,-12.02,-29.31
Stock_8997,595.64,India,Technology,Mid Cap,Debt,12.23,39.07
Stock_8998,2864.65,USA,Finance,Large Cap,Debt,30.52,-21.52
Stock_8999,940.67,India,Technology,Mid Cap,Debt Free,-0.51,70.58
Stock_9000,3684.6,India,Healthcare,Large Cap,Debt,-8.22,-49.13
Stock_9001,4169.35,India,Healthcare,Mid Cap,Debt,-23.17,-32.7
Stock_9002,4567.64,USA,Consumer Goods,Large Cap,Debt,-17.96,84.56
Stock_9003,357.09,China,Technology,Mid Cap,Debt,-25.45,19.22
Stock_9004,1968.46,India,Consumer Goods,Mid Cap,Debt,-29.28,43.28
Stock_9005,3279.75,China,Technology,Large Cap,Debt,1.06,4.65
Stock_9006,1224.49,India,Finance,Mid Cap,Debt,41.58,-27.24
Stock_9007,2348.07,Japan,Healthcare,Small Cap,Debt Free,10.38,-14.25
Stock_9008,2631.17,USA,Healthcare,Large Cap,Debt,-0.76,-39.78
Stock_9009,2210.74,China,Technology,Mid Cap,Debt,-26.72,86.79
Stock_9010,3909.65,China,Technology,Large Cap,Debt,-9.09,61.07
Stock_9011,1965.69,India,Consumer Goods,Mid Cap,Debt,4.45,44.14
Stock_9012,1262.62,India,Energy,Mid Cap,Debt,2.37,26.33
Stock_9013,2018.35,USA,Technology,Mid Cap,Debt,39.79,5.73
Stock_9014,1433.82,USA,Finance,Large Cap,Debt,-21.83,14.91
Stock_9015,658.62,Japan,Finance,Mid Cap,Debt,42.01,-10.8
Stock_9016,2807.5,USA,Finance,Large Cap,Debt,-24.44,62.98
Stock_9017,4128.68,India,Healthcare,Mid Cap,Debt Free,19.77,91.97
Stock_9018,2857.44,USA,Energy,Mid Cap,Debt,37.91,37.26
Stock_9019,1560.38,China,Finance,Mid Cap,Debt Free,0.1,94.11
Stock_9020,310.86,Japan,Consumer Goods,Mid Cap,Debt,6.27,34.54
Stock_9021,4863.58,Japan,Energy,Mid Cap,Debt,-3.89,35.58
Stock_9022,3922.96,India,Energy,Small Cap,Debt,32.17,49.15
Stock_9023,822.35,India,Energy,Small Cap,Debt,-6.09,76.07
Stock_9024,4871.85,India,Finance,Mid Cap,Debt,15.76,66.07
Stock_9025,1776.89,Japan,Healthcare,Large Cap,Debt,20.42,7.91
Stock_9026,2620.52,USA,Energy,Large Cap,Debt,46.09,35.97
Stock_9027,2622.24,USA,Finance,Large Cap,Debt Free,23.93,-11.81
Stock_9028,679.21,USA,Technology,Mid Cap,Debt,38.05,43.67
Stock_9029,3104.63,Japan,Consumer Goods,Small Cap,Debt,33.01,-31.4
Stock_9030,194.54,India,Energy,Mid Cap,Debt,40.35,-18.08
Stock_9031,4069.91,China,Consumer Goods,Small Cap,Debt Free,-14.36,14.43
Stock_9032,2533.64,USA,Consumer Goods,Mid Cap,Debt Free,-18.63,73.22
Stock_9033,3669.27,India,Technology,Mid Cap,Debt,39.69,-28.48
Stock_9034,703.01,Japan,Finance,Mid Cap,Debt,29.06,83.54
Stock_9035,1108.13,USA,Healthcare,Small Cap,Debt Free,42.98,14.09
Stock_9036,1509.32,USA,Healthcare,Large Cap,Debt,47.76,39.8
Stock_9037,995.89,USA,Healthcare,Mid Cap,Debt,-18.07,79.41
Stock_9038,3649.13,USA,Consumer Goods,Small Cap,Debt,35.82,97.1
Stock_9039,3315.87,India,Energy,Mid Cap,Debt,-12.24,18.64
Stock_9040,4113.46,China,Consumer Goods,Small Cap,Debt,48.24,15.18
Stock_9041,1645.24,Japan,Finance,Large Cap,Debt,10.13,57.34
Stock_9042,4205.29,Japan,Technology,Small Cap,Debt,7.77,-37.2
Stock_9043,4109.84,Japan,Consumer Goods,Large Cap,Debt Free,3.53,-31.48
Stock_9044,1220.53,China,Energy,Large Cap,Debt,47.92,98.2
Stock_9045,640.18,USA,Healthcare,Small Cap,Debt,19.48,-15.71
Stock_9046,1629.72,Japan,Technology,Mid Cap,Debt,18.31,10.65
Stock_9047,2180.37,India,Healthcare,Small Cap,Debt,-2.91,35.57
Stock_9048,2891.99,India,Technology,Large Cap,Debt Free,-1.8,40.04
Stock_9049,3519.18,Japan,Consumer Goods,Mid Cap,Debt,25.65,68.15
Stock_9050,2596.95,India,Energy,Mid Cap,Debt,20.34,52.27
Stock_9051,2646.61,India,Technology,Mid Cap,Debt Free,49.38,80.09
Stock_9052,3177.58,USA,Technology,Mid Cap,Debt Free,35.22,71.5
Stock_9053,1733.57,India,Healthcare,Large Cap,Debt,-22.47,22.41
Stock_9054,1406.07,USA,Consumer Goods,Mid Cap,Debt,36.13,30.22
Stock_9055,2296.71,India,Technology,Small Cap,Debt,34.61,42.2
Stock_9056,531.21,China,Finance,Mid Cap,Debt Free,20.56,10.64
Stock_9057,4460.31,USA,Consumer Goods,Mid Cap,Debt,-22.35,44.27
Stock_9058,606.24,Japan,Finance,Mid Cap,Debt,29.43,11.66
Stock_9059,597.66,India,Consumer Goods,Small Cap,Debt,-18.68,42.0
Stock_9060,1606.35,India,Technology,Mid Cap,Debt Free,-25.69,87.65
Stock_9061,3136.93,India,Consumer Goods,Mid Cap,Debt Free,35.24,-19.11
Stock_9062,354.83,USA,Consumer Goods,Large Cap,Debt,-12.26,39.13
Stock_9063,2642.23,India,Technology,Large Cap,Debt,28.67,73.13
Stock_9064,3312.9,USA,Technology,Mid Cap,Debt,47.19,25.94
Stock_9065,4995.24,China,Consumer Goods,Mid Cap,Debt,49.45,-49.42
Stock_9066,231.88,India,Healthcare,Mid Cap,Debt,23.72,-39.63
Stock_9067,4116.61,USA,Healthcare,Mid Cap,Debt,15.35,20.7
Stock_9068,687.25,Japan,Consumer Goods,Mid Cap,Debt Free,11.33,-45.48
Stock_9069,2097.39,India,Finance,Small Cap,Debt,6.53,-36.46
Stock_9070,398.35,USA,Technology,Mid Cap,Debt,-15.28,-11.5
Stock_9071,207.67,India,Consumer Goods,Large Cap,Debt,47.78,60.8
Stock_9072,503.26,India,Consumer Goods,Mid Cap,Debt,-16.95,38.62
Stock_9073,2889.4,USA,Consumer Goods,Mid Cap,Debt,9.15,15.06
Stock_9074,3155.66,China,Technology,Mid Cap,Debt Free,16.24,36.78
Stock_9075,1894.18,India,Healthcare,Mid Cap,Debt,-28.34,32.18
Stock_9076,1309.45,India,Healthcare,Mid Cap,Debt,20.15,15.86
Stock_9077,3548.12,Japan,Consumer Goods,Mid Cap,Debt Free,13.76,59.68
Stock_9078,794.27,China,Healthcare,Small Cap,Debt,37.21,60.16
Stock_9079,4877.34,Japan,Healthcare,Mid Cap,Debt,9.59,37.11
Stock_9080,1803.08,India,Healthcare,Large Cap,Debt,-11.63,-13.26
Stock_9081,469.12,India,Energy,Mid Cap,Debt Free,-3.41,-2.68
Stock_9082,4172.47,Japan,Healthcare,Mid Cap,Debt,33.82,64.14
Stock_9083,2179.21,India,Technology,Large Cap,Debt,-6.09,53.03
Stock_9084,2083.59,USA,Finance,Large Cap,Debt,-29.16,99.25
Stock_9085,4014.68,Japan,Consumer Goods,Small Cap,Debt,4.38,96.75
Stock_9086,4050.78,India,Technology,Large Cap,Debt,9.0,-38.62
Stock_9087,1464.99,India,Consumer Goods,Mid Cap,Debt,-23.31,37.85
Stock_9088,3063.99,China,Technology,Mid Cap,Debt,31.21,74.33
Stock_9089,4741.81,Japan,Technology,Mid Cap,Debt,4.65,11.96
Stock_9090,1641.36,India,Technology,Mid Cap,Debt,27.86,43.16
Stock_9091,640.23,China,Technology,Mid Cap,Debt,45.57,98.82
Stock_9092,3110.35,China,Technology,Mid Cap,Debt Free,26.25,-19.8
Stock_9093,3253.94,China,Finance,Large Cap,Debt,-29.72,65.56
Stock_9094,1543.77,India,Finance,Mid Cap,Debt,46.52,-40.81
Stock_9095,154.46,India,Finance,Small Cap,Debt,3.86,54.95
Stock_9096,2693.34,USA,Consumer Goods,Mid Cap,Debt Free,-24.54,-16.97
Stock_9097,3245.62,USA,Technology,Large Cap,Debt,-5.43,36.62
Stock_9098,4849.31,Japan,Consumer Goods,Large Cap,Debt,46.78,-23.67
Stock_9099,3620.34,India,Energy,Small Cap,Debt,24.86,44.3
Stock_9100,4418.79,Japan,Energy,Mid Cap,Debt Free,44.34,-9.1
Stock_9101,2883.5,India,Healthcare,Mid Cap,Debt,-21.1,-28.61
Stock_9102,4170.64,China,Energy,Mid Cap,Debt,36.93,-42.61
Stock_9103,385.14,Japan,Technology,Large Cap,Debt,17.82,-35.15
Stock_9104,2675.17,USA,Technology,Large Cap,Debt Free,18.87,88.62
Stock_9105,262.58,India,Healthcare,Mid Cap,Debt,32.58,46.64
Stock_9106,4172.2,USA,Technology,Mid Cap,Debt Free,-11.71,34.55
Stock_9107,4243.18,China,Technology,Large Cap,Debt,21.13,53.53
Stock_9108,2594.14,China,Finance,Mid Cap,Debt,40.63,26.56
Stock_9109,2065.06,USA,Finance,Mid Cap,Debt,16.72,9.26
Stock_9110,584.54,USA,Healthcare,Small Cap,Debt,16.1,18.96
Stock_9111,3151.73,China,Technology,Small Cap,Debt,39.28,-26.45
Stock_9112,2328.01,India,Finance,Small Cap,Debt Free,27.42,74.72
Stock_9113,2876.89,USA,Healthcare,Small Cap,Debt,9.49,-43.29
Stock_9114,2955.75,China,Healthcare,Mid Cap,Debt,13.35,15.74
Stock_9115,278.63,China,Healthcare,Mid Cap,Debt,46.81,-47.37
Stock_9116,4522.02,Japan,Technology,Small Cap,Debt,26.4,84.4
Stock_9117,3887.7,India,Consumer Goods,Mid Cap,Debt,27.34,64.6
Stock_9118,2560.66,USA,Healthcare,Small Cap,Debt,5.96,-2.87
Stock_9119,3420.86,Japan,Consumer Goods,Mid Cap,Debt Free,-26.68,38.29
Stock_9120,3273.03,India,Consumer Goods,Large Cap,Debt,16.17,-49.05
Stock_9121,4950.88,Japan,Healthcare,Mid Cap,Debt Free,13.48,98.45
Stock_9122,1498.41,Japan,Technology,Mid Cap,Debt,20.3,-34.7
Stock_9123,4360.17,India,Healthcare,Small Cap,Debt,31.56,10.86
Stock_9124,2631.71,Japan,Finance,Large Cap,Debt,-19.88,32.47
Stock_9125,4160.53,USA,Healthcare,Mid Cap,Debt,8.19,33.66
Stock_9126,4063.19,India,Technology,Large Cap,Debt Free,25.46,70.02
Stock_9127,3681.72,India,Consumer Goods,Large Cap,Debt,34.68,-9.87
Stock_9128,2733.34,India,Finance,Large Cap,Debt Free,41.91,10.6
Stock_9129,739.06,Japan,Consumer Goods,Large Cap,Debt,-10.92,-5.51
Stock_9130,1447.39,Japan,Healthcare,Mid Cap,Debt,-5.0,62.25
Stock_9131,259.53,India,Energy,Small Cap,Debt Free,-12.67,92.03
Stock_9132,285.48,India,Healthcare,Large Cap,Debt,3.24,69.69
Stock_9133,2349.29,India,Energy,Mid Cap,Debt Free,40.44,17.48
Stock_9134,1832.08,China,Energy,Small Cap,Debt Free,41.08,32.36
Stock_9135,2376.74,Japan,Consumer Goods,Small Cap,Debt,39.71,92.99
Stock_9136,4815.2,China,Technology,Small Cap,Debt Free,2.64,-44.69
Stock_9137,3445.8,Japan,Healthcare,Large Cap,Debt Free,35.38,26.19
Stock_9138,262.22,China,Consumer Goods,Large Cap,Debt,13.26,87.77
Stock_9139,4477.81,China,Technology,Small Cap,Debt,-22.44,-24.49
Stock_9140,4863.77,USA,Technology,Mid Cap,Debt,38.84,48.59
Stock_9141,2607.9,India,Technology,Large Cap,Debt,25.55,10.2
Stock_9142,3621.66,Japan,Consumer Goods,Large Cap,Debt Free,49.43,-40.95
Stock_9143,3731.21,China,Healthcare,Large Cap,Debt Free,2.52,92.34
Stock_9144,3172.51,Japan,Technology,Large Cap,Debt,-9.81,-15.32
Stock_9145,3207.0,USA,Consumer Goods,Small Cap,Debt,6.68,-41.74
Stock_9146,1251.22,USA,Consumer Goods,Small Cap,Debt,33.85,35.91
Stock_9147,4776.01,USA,Technology,Small Cap,Debt,1.91,18.2
Stock_9148,494.71,USA,Healthcare,Small Cap,Debt Free,-16.95,-44.16
Stock_9149,2099.99,China,Consumer Goods,Mid Cap,Debt Free,24.37,33.37
Stock_9150,4242.55,India,Technology,Mid Cap,Debt,-29.28,-7.46
Stock_9151,3890.99,USA,Technology,Large Cap,Debt,16.59,-42.3
Stock_9152,4619.32,USA,Technology,Small Cap,Debt,-5.28,76.18
Stock_9153,171.4,Japan,Finance,Mid Cap,Debt Free,37.02,94.1
Stock_9154,2119.43,USA,Technology,Small Cap,Debt Free,5.41,55.83
Stock_9155,2717.11,USA,Technology,Small Cap,Debt,-10.62,-48.33
Stock_9156,4848.95,India,Finance,Mid Cap,Debt Free,10.72,30.94
Stock_9157,390.38,USA,Energy,Mid Cap,Debt,-22.2,66.34
Stock_9158,4116.15,China,Technology,Large Cap,Debt,-22.03,90.43
Stock_9159,2635.0,India,Technology,Small Cap,Debt,21.72,-44.62
Stock_9160,247.42,India,Healthcare,Large Cap,Debt,40.02,3.07
Stock_9161,4413.65,Japan,Healthcare,Small Cap,Debt,17.46,87.74
Stock_9162,2918.01,China,Healthcare,Mid Cap,Debt,-24.46,93.84
Stock_9163,257.48,USA,Healthcare,Large Cap,Debt,-10.37,99.37
Stock_9164,1591.0,Japan,Technology,Mid Cap,Debt Free,41.38,11.67
Stock_9165,4629.85,India,Finance,Mid Cap,Debt,-12.04,89.58
Stock_9166,933.36,India,Finance,Mid Cap,Debt,32.47,-32.63
Stock_9167,1029.56,India,Technology,Mid Cap,Debt,12.2,-3.22
Stock_9168,1869.87,Japan,Finance,Mid Cap,Debt,-20.12,-39.11
Stock_9169,4845.39,India,Technology,Large Cap,Debt,-21.79,55.37
Stock_9170,3325.6,China,Finance,Large Cap,Debt,-19.94,-39.37
Stock_9171,870.66,Japan,Finance,Large Cap,Debt Free,-25.85,-13.96
Stock_9172,3554.44,USA,Technology,Large Cap,Debt,18.95,84.72
Stock_9173,118.22,USA,Technology,Large Cap,Debt,-25.12,-46.8
Stock_9174,3263.3,Japan,Finance,Mid Cap,Debt Free,-22.04,47.02
Stock_9175,3054.08,India,Technology,Mid Cap,Debt,41.52,89.86
Stock_9176,751.2,Japan,Energy,Mid Cap,Debt,-9.5,47.0
Stock_9177,1789.62,USA,Technology,Mid Cap,Debt,39.76,-30.81
Stock_9178,3035.84,China,Technology,Mid Cap,Debt,-25.47,-47.39
Stock_9179,885.74,China,Healthcare,Large Cap,Debt,29.76,87.27
Stock_9180,3768.11,Japan,Finance,Mid Cap,Debt,-3.66,16.02
Stock_9181,205.48,USA,Technology,Mid Cap,Debt,-1.55,-3.53
Stock_9182,2345.47,India,Healthcare,Mid Cap,Debt,16.56,36.91
Stock_9183,3548.75,India,Consumer Goods,Mid Cap,Debt,41.29,97.37
Stock_9184,523.48,India,Healthcare,Large Cap,Debt,-2.48,30.96
Stock_9185,4320.71,Japan,Technology,Large Cap,Debt,-9.36,47.65
Stock_9186,1300.81,India,Finance,Mid Cap,Debt,19.07,54.34
Stock_9187,1190.8,India,Technology,Large Cap,Debt Free,-23.31,25.81
Stock_9188,658.08,China,Consumer Goods,Large Cap,Debt,2.97,31.81
Stock_9189,3936.69,Japan,Consumer Goods,Mid Cap,Debt,19.79,26.2
Stock_9190,4955.57,India,Consumer Goods,Small Cap,Debt Free,9.58,61.47
Stock_9191,4840.4,USA,Consumer Goods,Mid Cap,Debt,-22.23,73.49
Stock_9192,2934.78,USA,Finance,Large Cap,Debt Free,33.09,25.91
Stock_9193,107.54,Japan,Healthcare,Large Cap,Debt,-29.19,49.48
Stock_9194,2515.08,Japan,Consumer Goods,Mid Cap,Debt,20.94,-16.21
Stock_9195,3348.18,Japan,Finance,Mid Cap,Debt,-29.06,-1.48
Stock_9196,1574.95,India,Energy,Small Cap,Debt Free,40.29,-20.06
Stock_9197,2662.55,India,Healthcare,Small Cap,Debt,8.84,5.1
Stock_9198,298.17,China,Healthcare,Mid Cap,Debt,-10.06,18.87
Stock_9199,3678.73,China,Consumer Goods,Large Cap,Debt,28.29,2.23
Stock_9200,748.15,Japan,Healthcare,Large Cap,Debt,-25.81,38.21
Stock_9201,2276.13,Japan,Healthcare,Large Cap,Debt,-19.49,-28.94
Stock_9202,3655.22,India,Technology,Mid Cap,Debt Free,21.46,-17.71
Stock_9203,2358.99,India,Consumer Goods,Small Cap,Debt,-18.28,47.97
Stock_9204,2192.7,Japan,Finance,Mid Cap,Debt,9.8,-7.07
Stock_9205,440.28,USA,Technology,Large Cap,Debt,36.75,92.15
Stock_9206,3952.68,Japan,Healthcare,Mid Cap,Debt,8.28,47.65
Stock_9207,2063.65,Japan,Consumer Goods,Mid Cap,Debt Free,-18.94,-21.04
Stock_9208,2990.8,China,Healthcare,Small Cap,Debt Free,25.67,-40.58
Stock_9209,2324.91,USA,Consumer Goods,Large Cap,Debt,45.35,35.14
Stock_9210,2385.77,USA,Technology,Mid Cap,Debt,40.64,20.87
Stock_9211,2112.86,India,Technology,Mid Cap,Debt,-13.45,18.74
Stock_9212,789.99,Japan,Technology,Mid Cap,Debt,-12.06,-45.33
Stock_9213,128.52,Japan,Consumer Goods,Mid Cap,Debt,12.34,85.75
Stock_9214,1287.59,India,Finance,Mid Cap,Debt,43.79,36.55
Stock_9215,979.37,China,Consumer Goods,Small Cap,Debt Free,23.11,-31.43
Stock_9216,2065.06,India,Consumer Goods,Small Cap,Debt,9.44,16.49
Stock_9217,4178.92,USA,Consumer Goods,Mid Cap,Debt Free,45.33,8.15
Stock_9218,2518.31,Japan,Technology,Large Cap,Debt,-23.81,13.8
Stock_9219,53.52,Japan,Consumer Goods,Mid Cap,Debt,-5.85,41.56
Stock_9220,1504.26,China,Healthcare,Large Cap,Debt,-5.04,23.31
Stock_9221,2377.3,Japan,Energy,Small Cap,Debt,9.64,-5.11
Stock_9222,178.43,China,Healthcare,Mid Cap,Debt,16.68,91.77
Stock_9223,1089.77,India,Technology,Small Cap,Debt Free,27.28,-0.08
Stock_9224,4088.53,India,Consumer Goods,Mid Cap,Debt,-27.19,26.97
Stock_9225,4202.58,Japan,Healthcare,Mid Cap,Debt Free,2.42,62.4
Stock_9226,4960.01,Japan,Healthcare,Mid Cap,Debt,-1.67,99.46
Stock_9227,2042.68,USA,Technology,Small Cap,Debt,-16.23,59.45
Stock_9228,4103.59,Japan,Technology,Small Cap,Debt Free,-26.84,73.77
Stock_9229,811.25,China,Consumer Goods,Mid Cap,Debt Free,4.37,-34.67
Stock_9230,2596.45,China,Consumer Goods,Large Cap,Debt,-0.24,-2.36
Stock_9231,4960.62,Japan,Energy,Mid Cap,Debt Free,33.77,11.32
Stock_9232,1381.9,India,Consumer Goods,Small Cap,Debt Free,-12.93,-17.74
Stock_9233,1589.14,Japan,Consumer Goods,Mid Cap,Debt,32.12,2.59
Stock_9234,1192.02,India,Consumer Goods,Mid Cap,Debt,36.17,59.99
Stock_9235,4499.43,China,Consumer Goods,Small Cap,Debt,12.93,11.48
Stock_9236,3893.52,USA,Technology,Mid Cap,Debt,41.63,25.81
Stock_9237,2524.57,USA,Technology,Large Cap,Debt Free,28.76,11.98
Stock_9238,2066.29,India,Consumer Goods,Mid Cap,Debt Free,-17.6,88.42
Stock_9239,515.51,China,Technology,Mid Cap,Debt Free,6.32,-31.57
Stock_9240,2262.43,China,Consumer Goods,Large Cap,Debt,38.94,22.79
Stock_9241,2838.74,USA,Healthcare,Mid Cap,Debt,-1.49,79.98
Stock_9242,4095.52,Japan,Consumer Goods,Large Cap,Debt,43.95,-33.42
Stock_9243,280.31,USA,Consumer Goods,Mid Cap,Debt,37.16,71.96
Stock_9244,4687.21,USA,Healthcare,Mid Cap,Debt Free,12.74,24.04
Stock_9245,4775.78,China,Consumer Goods,Mid Cap,Debt Free,42.75,-28.18
Stock_9246,3726.06,Japan,Finance,Large Cap,Debt Free,-9.27,73.87
Stock_9247,3751.08,India,Healthcare,Large Cap,Debt Free,-15.27,70.84
Stock_9248,2030.51,Japan,Technology,Mid Cap,Debt Free,-0.82,34.85
Stock_9249,2875.56,USA,Technology,Mid Cap,Debt,-4.43,39.24
Stock_9250,3179.74,India,Energy,Large Cap,Debt,45.89,-31.42
Stock_9251,837.61,China,Healthcare,Small Cap,Debt,1.92,88.31
Stock_9252,1741.74,India,Consumer Goods,Large Cap,Debt,-0.13,-5.16
Stock_9253,3135.68,USA,Consumer Goods,Small Cap,Debt,-6.28,20.52
Stock_9254,985.99,Japan,Consumer Goods,Large Cap,Debt,-15.97,16.16
Stock_9255,1927.89,Japan,Healthcare,Small Cap,Debt,-27.52,-11.03
Stock_9256,4539.4,Japan,Consumer Goods,Mid Cap,Debt,33.89,-41.55
Stock_9257,385.56,Japan,Technology,Small Cap,Debt,30.66,70.53
Stock_9258,1093.45,India,Consumer Goods,Mid Cap,Debt,9.6,-11.94
Stock_9259,3433.37,China,Healthcare,Mid Cap,Debt,46.84,46.24
Stock_9260,4991.34,Japan,Consumer Goods,Mid Cap,Debt,32.5,7.23
Stock_9261,195.79,India,Consumer Goods,Large Cap,Debt Free,27.51,-7.81
Stock_9262,3370.42,USA,Technology,Mid Cap,Debt,17.05,2.92
Stock_9263,2820.77,India,Consumer Goods,Small Cap,Debt,-24.52,38.51
Stock_9264,1543.57,China,Energy,Mid Cap,Debt,28.43,88.95
Stock_9265,1217.7,China,Consumer Goods,Large Cap,Debt,43.03,80.93
Stock_9266,4592.71,India,Healthcare,Mid Cap,Debt,1.27,-39.93
Stock_9267,102.25,India,Consumer Goods,Mid Cap,Debt,-11.76,0.05
Stock_9268,480.01,USA,Finance,Small Cap,Debt Free,-27.5,-26.64
Stock_9269,4951.38,USA,Finance,Large Cap,Debt,38.93,73.87
Stock_9270,720.42,India,Consumer Goods,Mid Cap,Debt Free,47.93,19.46
Stock_9271,3978.71,USA,Finance,Small Cap,Debt,-13.29,76.27
Stock_9272,2604.24,Japan,Healthcare,Large Cap,Debt,33.51,92.04
Stock_9273,3083.83,Japan,Consumer Goods,Mid Cap,Debt,-9.3,18.06
Stock_9274,4579.13,USA,Energy,Large Cap,Debt Free,-15.34,-6.72
Stock_9275,3547.38,India,Energy,Mid Cap,Debt,31.86,2.34
Stock_9276,3683.47,China,Technology,Small Cap,Debt,-11.37,29.7
Stock_9277,1226.21,Japan,Healthcare,Large Cap,Debt Free,39.92,-21.47
Stock_9278,4911.11,USA,Technology,Mid Cap,Debt,-21.55,64.56
Stock_9279,2255.76,India,Healthcare,Mid Cap,Debt Free,47.13,-25.2
Stock_9280,751.72,India,Consumer Goods,Mid Cap,Debt Free,-24.41,4.27
Stock_9281,4011.06,India,Finance,Mid Cap,Debt,15.9,-44.55
Stock_9282,1337.44,USA,Technology,Mid Cap,Debt,43.37,9.46
Stock_9283,4487.29,Japan,Energy,Small Cap,Debt,46.06,99.87
Stock_9284,562.07,China,Healthcare,Large Cap,Debt,36.79,36.67
Stock_9285,4538.33,USA,Technology,Mid Cap,Debt Free,30.91,-37.12
Stock_9286,3701.63,India,Technology,Small Cap,Debt Free,-25.56,55.56
Stock_9287,1471.52,Japan,Consumer Goods,Large Cap,Debt,25.93,24.1
Stock_9288,1729.18,India,Technology,Mid Cap,Debt,48.32,54.26
Stock_9289,4585.08,China,Finance,Mid Cap,Debt,-0.13,58.11
Stock_9290,3706.65,Japan,Energy,Mid Cap,Debt,26.32,68.55
Stock_9291,2853.88,India,Consumer Goods,Large Cap,Debt,46.67,70.43
Stock_9292,3159.17,USA,Finance,Large Cap,Debt,44.22,90.42
Stock_9293,272.29,USA,Technology,Small Cap,Debt Free,2.04,52.88
Stock_9294,2551.41,India,Technology,Small Cap,Debt,-24.76,58.62
Stock_9295,306.64,India,Finance,Mid Cap,Debt,-18.94,-47.05
Stock_9296,3109.48,USA,Technology,Mid Cap,Debt,2.83,86.1
Stock_9297,346.54,Japan,Energy,Mid Cap,Debt Free,-25.71,57.96
Stock_9298,3713.37,China,Technology,Small Cap,Debt,22.03,14.17
Stock_9299,311.44,India,Finance,Large Cap,Debt Free,37.62,-28.26
Stock_9300,3741.15,India,Technology,Mid Cap,Debt,-3.42,36.68
Stock_9301,2315.9,Japan,Consumer Goods,Mid Cap,Debt,-2.64,38.63
Stock_9302,4953.85,Japan,Healthcare,Mid Cap,Debt,49.7,59.21
Stock_9303,3480.13,India,Healthcare,Mid Cap,Debt,-20.41,53.46
Stock_9304,3406.51,India,Consumer Goods,Mid Cap,Debt,16.93,60.34
Stock_9305,3670.29,USA,Healthcare,Mid Cap,Debt Free,0.43,-14.74
Stock_9306,4522.84,Japan,Technology,Small Cap,Debt,-18.29,68.88
Stock_9307,3455.14,USA,Technology,Small Cap,Debt Free,-13.28,29.02
Stock_9308,2815.69,India,Consumer Goods,Mid Cap,Debt,47.36,-11.08
Stock_9309,3190.21,USA,Finance,Mid Cap,Debt,-8.11,23.35
Stock_9310,4698.76,China,Technology,Small Cap,Debt Free,-7.16,30.21
Stock_9311,1141.45,Japan,Technology,Mid Cap,Debt,15.82,67.2
Stock_9312,1075.19,India,Healthcare,Mid Cap,Debt,-22.82,-47.18
Stock_9313,3807.95,Japan,Energy,Large Cap,Debt,-23.45,-5.31
Stock_9314,1746.62,India,Consumer Goods,Small Cap,Debt,-21.39,48.5
Stock_9315,4078.05,India,Healthcare,Mid Cap,Debt Free,32.59,34.87
Stock_9316,703.41,India,Consumer Goods,Mid Cap,Debt,5.94,-44.5
Stock_9317,848.97,Japan,Technology,Mid Cap,Debt,32.7,66.86
Stock_9318,4477.66,USA,Technology,Small Cap,Debt Free,31.42,26.31
Stock_9319,2462.62,Japan,Finance,Mid Cap,Debt Free,39.09,23.82
Stock_9320,4671.72,India,Technology,Large Cap,Debt,44.0,68.05
Stock_9321,691.51,India,Technology,Large Cap,Debt,37.24,64.89
Stock_9322,1023.92,Japan,Finance,Mid Cap,Debt,45.73,6.22
Stock_9323,3215.96,China,Technology,Large Cap,Debt,9.72,61.91
Stock_9324,3046.15,Japan,Technology,Large Cap,Debt,7.98,9.64
Stock_9325,356.53,USA,Healthcare,Mid Cap,Debt,-0.7,89.54
Stock_9326,2243.8,India,Energy,Large Cap,Debt,-23.21,46.62
Stock_9327,1986.84,Japan,Technology,Large Cap,Debt Free,-22.31,-31.49
Stock_9328,1755.57,USA,Healthcare,Small Cap,Debt,4.78,82.24
Stock_9329,2269.74,Japan,Technology,Large Cap,Debt,35.38,80.97
Stock_9330,4424.39,Japan,Consumer Goods,Mid Cap,Debt,43.06,-13.38
Stock_9331,78.73,India,Energy,Large Cap,Debt Free,-29.68,74.28
Stock_9332,4378.92,China,Technology,Large Cap,Debt,29.22,97.16
Stock_9333,2966.4,India,Finance,Mid Cap,Debt,-18.61,-0.9
Stock_9334,2837.64,India,Technology,Small Cap,Debt Free,21.24,75.38
Stock_9335,3920.29,India,Consumer Goods,Large Cap,Debt Free,30.34,-8.36
